feature,importance
mileage,0.8662475697969908
vehicle_age,0.16099173600232314
year,0.12682365238058108
fuel_type_diesel,0.05883246101397218
make_North,0.025842242903474387
make_Ford,0.024779205417754902
age_bin_nearly_new,0.017004929677961512
mileage_bin_low,0.015368498204216896
age_bin_aging,0.013365761410667764
model_Haven,0.012932353246024642
mileage_bin_medium,0.008900557748353733
make_New,0.007652046949909652
model_Information,0.00579560756456351
make_Toyota,0.0028550909862604668
age_bin_recent,0.0023871043228784194
make_Contact,0.002284332712836579
model_Neon,0.002138462296384258
make_Dodge,0.001882329748174294
model_TLX,0.0018613435767575904
mileage_bin_high,0.0016446952353857181
make_Audi,0.0016389469563975578
fuel_type_gas,0.001260508491064982
make_Nissan,0.001176370316069175
model_Camry,0.0006027637693511001
model_CR,0.0005155869861473538
make_Hyundai,0.0004838779914950964
transmission_Automatic,0.0002631058410723086
make_Acura,0.0002406347428561717
transmission_Manual,0.00020361525789539537
make_Honda,0.0001911095111000738
make_Chevrolet,0.000185161667739997
model_Silverado,0.0001307602149870246
age_bin_old,7.590712567780988e-05
make_West,6.54219524808708e-05
make_Volkswagen,5.664908888493025e-05
fuel_type_electric,2.904264430148018e-05
make_Infiniti,2.650520949820656e-05
make_Subaru,2.18076063865591e-05
transmission_CVT,1.3354755589778389e-05
make_Jeep,2.4414076667200747e-06
fuel_type_hybrid,1.4053165297345237e-06
make_Fair,0.0
make_Checrolet,0.0
make_Aero,0.0
make_East,0.0
make_Chevy,0.0
make_Chrysler,0.0
make_Benz,0.0
make_Buy,0.0
make_Cadillac,0.0
make_Acadia,0.0
make_Totota,0.0
make_Tesla,0.0
make_Super,0.0
make_Sport,0.0
make_Ram,0.0
make_South,0.0
make_Old,0.0
make_Premium,0.0
make_Mercury,0.0
make_Mitsubishi,0.0
make_Mini,0.0
make_Lexus,0.0
make_Lincoln,0.0
make_Maserati,0.0
make_Mazda,0.0
make_Mercedes,0.0
make_Jaguar,0.0
make_Golf,0.0
make_Gran,0.0
make_Hummer,0.0
make_Lake,0.0
make_Land,0.0
make_Kia,0.0
model_A3,0.0
model_Accord,0.0
model_AWD,0.0
model_Benz,0.0
model_Altima,0.0
model_C300,0.0
model_CRZ,0.0
make_Volvo,0.0
model_ATS,0.0
model_Elantra,0.0
model_El,0.0
model_Element,0.0
model_Eos,0.0
model_F150,0.0
model_Fiesta,0.0
model_Equinox,0.0
model_Express,0.0
model_Fusion,0.0
model_GLK350,0.0
model_GS,0.0
model_Gand,0.0
model_Glastonbury,0.0
model_Grand,0.0
model_Forester,0.0
make_Xdrive,0.0
model_Cherokee,0.0
model_Chevelle,0.0
model_Civic,0.0
model_Cooper,0.0
model_Corolla,0.0
model_Corvette,0.0
model_Country,0.0
model_Coupe,0.0
model_Crosstrek,0.0
model_Crystal,0.0
model_Duty,0.0
model_E350,0.0
model_EX35,0.0
model_Edge,0.0
model_CTS,0.0
model_CX,0.0
model_Milford,0.0
model_Maxima,0.0
model_Malibu,0.0
model_ML350,0.0
model_MKZ,0.0
model_MKT,0.0
model_MK,0.0
model_M45X,0.0
model_Lawn,0.0
model_LX,0.0
model_LC,0.0
model_Jetta,0.0
model_JX35,0.0
model_Here,0.0
model_H2,0.0
model_Hartford,0.0
model_Frontier,0.0
model_RDX,0.0
model_Mountaineer,0.0
model_Model,0.0
model_Mustang,0.0
model_Odyssey,0.0
model_Outback,0.0
model_Montero,0.0
model_Pathfinder,0.0
model_Prius,0.0
model_ProMaster,0.0
model_Q3,0.0
model_Q5,0.0
model_QX60,0.0
model_Quattroporte,0.0
model_Passat,0.0
model_Sienna,0.0
model_Seltos,0.0
model_Sedan,0.0
model_Saybrook,0.0
model_SLT,0.0
model_SUV,0.0
model_SL500,0.0
model_S80,0.0
model_Rogue,0.0
model_S60,0.0
model_S5,0.0
model_Rover,0.0
model_Ranger,0.0
model_Rav4,0.0
model_Ram,0.0
model_Sonata,0.0
model_XV,0.0
model_XTS,0.0
model_XC60,0.0
model_Wrangler,0.0
model_Versa,0.0
model_Venza,0.0
model_Tundra,0.0
model_Transit,0.0
model_Town,0.0
model_Taurus,0.0
model_Tahoe,0.0
model_Sprinter,0.0
model_Sportage,0.0
model_Sportwagen,0.0
fuel_type_cng,0.0
transmission_DCT,0.0
