feature,importance
mileage,1.2407304619869557
vehicle_age,0.14346022135391232
year,0.08841408101830137
fuel_type_diesel,0.04592750413778481
age_bin_nearly_new,0.021832198236491917
make_Ford,0.019283544502427263
mileage_bin_medium,0.01599003116208685
make_North,0.013329654755367737
make_Contact,0.012273354156991512
model_Haven,0.00963121890421098
age_bin_aging,0.007487478535226399
mileage_bin_low,0.005866454437000512
make_New,0.005691234967187852
model_Information,0.005516495772333052
fuel_type_gas,0.003924896664746736
transmission_Manual,0.0028572623267394738
age_bin_recent,0.0028464418141154633
make_Dodge,0.001616719394245858
make_Honda,0.0004383775716025773
transmission_Automatic,0.00032730319841340895
age_bin_old,0.000288220220647184
make_Nissan,0.00028227129083306933
mileage_bin_high,0.000245042909271298
model_Neon,0.00015201846960889444
model_Camry,6.16941739262078e-05
make_Toyota,4.675045958183466e-05
make_Chevrolet,2.0170202397695736e-05
make_West,1.5475994439462237e-05
transmission_CVT,1.3914853604446442e-05
make_Kia,0.0
make_Golf,0.0
make_Chrysler,0.0
make_Chevy,0.0
make_Cadillac,0.0
make_Checrolet,0.0
make_Buy,0.0
make_Benz,0.0
make_Fair,0.0
make_East,0.0
make_Hyundai,0.0
make_Infiniti,0.0
make_Jaguar,0.0
make_Jeep,0.0
make_Audi,0.0
make_Aero,0.0
make_Acadia,0.0
make_Acura,0.0
make_Subaru,0.0
make_Sport,0.0
make_South,0.0
make_Ram,0.0
make_Premium,0.0
make_Old,0.0
make_Mini,0.0
make_Mitsubishi,0.0
make_Maserati,0.0
make_Mazda,0.0
make_Mercury,0.0
make_Mercedes,0.0
make_Lincoln,0.0
make_Lake,0.0
make_Land,0.0
make_Lexus,0.0
make_Hummer,0.0
make_Gran,0.0
model_CTS,0.0
model_CRZ,0.0
model_CR,0.0
make_Volkswagen,0.0
make_Totota,0.0
make_Tesla,0.0
model_A3,0.0
model_ATS,0.0
model_AWD,0.0
model_Accord,0.0
model_Altima,0.0
model_Benz,0.0
make_Volvo,0.0
make_Super,0.0
model_E350,0.0
model_Duty,0.0
model_EX35,0.0
model_Edge,0.0
model_Element,0.0
model_Eos,0.0
model_El,0.0
model_Elantra,0.0
model_F150,0.0
model_Fiesta,0.0
model_Forester,0.0
model_Frontier,0.0
model_Fusion,0.0
model_GLK350,0.0
model_Equinox,0.0
model_Express,0.0
model_Gand,0.0
model_GS,0.0
model_Glastonbury,0.0
model_CX,0.0
model_Cherokee,0.0
model_Chevelle,0.0
model_Civic,0.0
model_Cooper,0.0
model_Corolla,0.0
model_Corvette,0.0
model_Country,0.0
model_Coupe,0.0
model_Crosstrek,0.0
model_Crystal,0.0
model_C300,0.0
make_Xdrive,0.0
model_Malibu,0.0
model_ML350,0.0
model_MKZ,0.0
model_MKT,0.0
model_MK,0.0
model_M45X,0.0
model_Lawn,0.0
model_LX,0.0
model_LC,0.0
model_Here,0.0
model_H2,0.0
model_Hartford,0.0
model_Grand,0.0
model_Maxima,0.0
model_Model,0.0
model_Milford,0.0
model_Quattroporte,0.0
model_RDX,0.0
model_Ram,0.0
model_Ranger,0.0
model_Montero,0.0
model_Mountaineer,0.0
model_Mustang,0.0
model_Odyssey,0.0
model_Outback,0.0
model_Passat,0.0
model_Pathfinder,0.0
model_Prius,0.0
model_ProMaster,0.0
model_Q3,0.0
model_Q5,0.0
model_QX60,0.0
model_Silverado,0.0
model_Seltos,0.0
model_Sedan,0.0
model_Saybrook,0.0
model_SUV,0.0
model_SLT,0.0
model_SL500,0.0
model_S80,0.0
model_S60,0.0
model_S5,0.0
model_Rover,0.0
model_Rav4,0.0
model_Sonata,0.0
model_Sportage,0.0
model_Sportwagen,0.0
model_Sprinter,0.0
model_XV,0.0
model_XTS,0.0
model_XC60,0.0
model_Wrangler,0.0
model_Versa,0.0
model_Venza,0.0
model_Tundra,0.0
model_Transit,0.0
model_Town,0.0
model_Taurus,0.0
model_Tahoe,0.0
model_TLX,0.0
fuel_type_electric,0.0
fuel_type_cng,0.0
transmission_DCT,0.0
fuel_type_hybrid,0.0
