feature,importance
mileage,0.7493070865713749
vehicle_age,0.2878134934781116
year,0.10683191943439505
fuel_type_diesel,0.05390186863399506
make_Ford,0.038789386326491385
make_North,0.037479726566462444
model_Information,0.011625025157857538
mileage_bin_low,0.009765965325598236
age_bin_aging,0.008430270102762228
age_bin_nearly_new,0.006959657934331842
make_Contact,0.006521422082290873
make_New,0.0048772877379113285
fuel_type_gas,0.00447532129276913
age_bin_recent,0.0044338056453190776
model_Haven,0.004112731379431378
mileage_bin_medium,0.003095078470909485
make_Lexus,0.0026961966025344395
make_Toyota,0.0014785076301073174
make_Dodge,0.0008092094694440388
transmission_Manual,0.0008061004246094905
make_Nissan,0.0007560540980090735
make_Acura,0.0007465263561168056
mileage_bin_high,0.0006757058094733037
make_Audi,0.000640318996892475
model_Neon,0.0005943582673061054
model_TLX,0.00045159491700925704
model_Camry,0.00034032501435410367
model_CR,0.00030996845682665917
make_Chevrolet,0.000289137317519772
make_Hyundai,0.0002289928092376603
transmission_Automatic,0.0001437457500300221
age_bin_old,7.469537406136206e-05
make_Honda,7.044851887090253e-05
make_Infiniti,5.441035852847831e-05
make_Volkswagen,4.0429645782458225e-05
fuel_type_hybrid,2.8360383552727962e-05
make_Benz,2.2983474450066765e-05
transmission_CVT,1.0609243228454357e-05
model_Equinox,3.776953269851724e-06
make_West,2.2742179891399596e-06
make_Jeep,1.766893357424415e-06
fuel_type_electric,1.4466762229270458e-06
make_Old,0.0
make_Premium,0.0
make_Pickup,0.0
make_Jaguar,0.0
make_Kia,0.0
make_Mini,0.0
make_Mazda,0.0
make_Maserati,0.0
make_Lincoln,0.0
make_Land,0.0
make_Lake,0.0
make_East,0.0
make_Chrysler,0.0
make_Gran,0.0
make_Golf,0.0
make_Hummer,0.0
make_Fair,0.0
make_Checrolet,0.0
make_Chevy,0.0
make_Cadillac,0.0
make_Acadia,0.0
make_Buy,0.0
make_Aero,0.0
model_Branford,0.0
model_Benz,0.0
model_Altima,0.0
model_Accord,0.0
model_AWD,0.0
model_ATS,0.0
model_A5,0.0
model_A3,0.0
make_Xdrive,0.0
make_Volvo,0.0
make_Tesla,0.0
make_Totota,0.0
make_Super,0.0
make_South,0.0
make_Sport,0.0
make_Subaru,0.0
make_Mitsubishi,0.0
make_Mercedes,0.0
make_Mercury,0.0
make_Rambler,0.0
make_Ram,0.0
model_CX,0.0
model_CTS,0.0
model_CRZ,0.0
model_Civic,0.0
model_Classic,0.0
model_Conventional,0.0
model_Cooper,0.0
model_Corolla,0.0
model_Corvette,0.0
model_Cherokee,0.0
model_C300,0.0
model_Forester,0.0
model_Fiesta,0.0
model_Frontier,0.0
model_Fusion,0.0
model_GS,0.0
model_Gand,0.0
model_GLA,0.0
model_GLK350,0.0
model_Grand,0.0
model_Glastonbury,0.0
model_Hartford,0.0
model_H2,0.0
model_Here,0.0
model_Highlander,0.0
model_Impala,0.0
model_JX35,0.0
model_Coupe,0.0
model_Crosstrek,0.0
model_Duty,0.0
model_Crystal,0.0
model_ES350,0.0
model_EX35,0.0
model_Edge,0.0
model_E350,0.0
model_El,0.0
model_Elantra,0.0
model_Element,0.0
model_Eos,0.0
model_Express,0.0
model_F150,0.0
model_Country,0.0
model_Chevelle,0.0
model_Murano,0.0
model_Mountaineer,0.0
model_Montero,0.0
model_Model,0.0
model_Milford,0.0
model_Maxima,0.0
model_Malibu,0.0
model_ML350,0.0
model_MKZ,0.0
model_MKT,0.0
model_MK,0.0
model_M45X,0.0
model_Lawn,0.0
model_LX,0.0
model_LC,0.0
model_Jetta,0.0
model_Rav4,0.0
model_Mustang,0.0
model_Odyssey,0.0
model_Outback,0.0
model_Passat,0.0
model_Pathfinder,0.0
model_Prius,0.0
model_ProMaster,0.0
model_Q3,0.0
model_Q5,0.0
model_QX60,0.0
model_Quattroporte,0.0
model_RDX,0.0
model_RX,0.0
model_Ram,0.0
model_Ranger,0.0
model_Silverado,0.0
model_Sienna,0.0
model_Seltos,0.0
model_Sedan,0.0
model_Saybrook,0.0
model_SUV,0.0
model_SLT,0.0
model_SL500,0.0
model_S80,0.0
model_S60,0.0
model_S500,0.0
model_S5,0.0
model_Rover,0.0
model_Rogue,0.0
model_Rio,0.0
model_Sonata,0.0
model_XV,0.0
model_XTS,0.0
model_XC60,0.0
model_Wrangler,0.0
model_Versa,0.0
model_Venza,0.0
model_Tundra,0.0
model_Transit,0.0
model_Town,0.0
model_Taurus,0.0
model_Tahoe,0.0
model_Sprinter,0.0
model_Sportage,0.0
model_Sportwagen,0.0
fuel_type_cng,0.0
transmission_DCT,0.0
