feature,importance
mileage,1.011845619369346
year,0.22178940591585045
vehicle_age,0.13358758809234708
make_Ford,0.048152222497312144
fuel_type_diesel,0.04697482348081287
model_Haven,0.028687656624320657
make_North,0.022266471455850256
mileage_bin_medium,0.02042277496710514
make_Contact,0.01581657786010292
make_New,0.010350972606243892
model_Information,0.009775163641155637
age_bin_recent,0.008606297975541388
make_Toyota,0.00511237625722637
mileage_bin_low,0.00442103973804916
age_bin_aging,0.003433292263529386
fuel_type_gas,0.0033678191686942307
model_TLX,0.002130412316989516
age_bin_nearly_new,0.002081208102655052
make_Dodge,0.0015902959693002705
transmission_Automatic,0.001297513291992003
mileage_bin_high,0.0012919144786232351
transmission_Manual,0.0010404957073360198
age_bin_old,0.0008752410749770512
fuel_type_hybrid,0.0005931480241190279
make_Honda,0.00026802907208334226
make_Acura,0.0002569549042427677
model_CR,0.00020560399436904132
make_Nissan,0.00018352574242348486
make_Chevrolet,0.00012595838458603347
model_Neon,0.00010601292700439524
make_Volkswagen,5.402390292882364e-05
make_Hyundai,4.11599891043557e-05
make_Audi,2.7871532780909815e-05
make_Benz,2.6316924442137955e-05
make_West,2.138258234181123e-05
model_Camry,1.392076163398981e-05
transmission_CVT,1.3524104078643795e-05
fuel_type_electric,1.098920961718486e-05
make_Subaru,7.3758136615142965e-06
model_XV,5.919970446299771e-07
make_Hummer,0.0
make_Gran,0.0
make_Fair,0.0
make_Golf,0.0
make_East,0.0
make_Cadillac,0.0
make_Chrysler,0.0
make_Infiniti,0.0
make_Lincoln,0.0
make_Lexus,0.0
make_Maserati,0.0
make_Chevy,0.0
make_Aero,0.0
make_Acadia,0.0
make_Checrolet,0.0
make_Buy,0.0
make_Xdrive,0.0
make_Volvo,0.0
make_Tesla,0.0
make_Totota,0.0
make_Super,0.0
make_Rambler,0.0
make_South,0.0
make_Sport,0.0
make_Old,0.0
make_Premium,0.0
make_Ram,0.0
make_Mazda,0.0
make_Mercury,0.0
make_Mercedes,0.0
make_Mitsubishi,0.0
make_Mini,0.0
make_Kia,0.0
make_Jeep,0.0
make_Land,0.0
make_Lake,0.0
make_Jaguar,0.0
model_Accord,0.0
model_AWD,0.0
model_Altima,0.0
model_C300,0.0
model_CRV,0.0
model_CTS,0.0
model_CRZ,0.0
model_CX,0.0
model_Cherokee,0.0
model_Benz,0.0
model_A3,0.0
model_Eos,0.0
model_Element,0.0
model_F150,0.0
model_Equinox,0.0
model_Forester,0.0
model_Frontier,0.0
model_Fusion,0.0
model_Express,0.0
model_GLA,0.0
model_GLK350,0.0
model_Gand,0.0
model_GS,0.0
model_Glastonbury,0.0
model_Grand,0.0
model_H2,0.0
model_ATS,0.0
model_Classic,0.0
model_Cooper,0.0
model_Corolla,0.0
model_Corvette,0.0
model_Country,0.0
model_Coupe,0.0
model_Crosstrek,0.0
model_Crystal,0.0
model_Duty,0.0
model_E350,0.0
model_EX35,0.0
model_Edge,0.0
model_El,0.0
model_Elantra,0.0
model_Chevelle,0.0
model_Civic,0.0
model_Model,0.0
model_Milford,0.0
model_Maxima,0.0
model_Malibu,0.0
model_ML350,0.0
model_MKZ,0.0
model_MKT,0.0
model_MK,0.0
model_M45X,0.0
model_Lawn,0.0
model_LX,0.0
model_LC,0.0
model_Jetta,0.0
model_Impala,0.0
model_Here,0.0
model_Hartford,0.0
model_Fiesta,0.0
model_Montero,0.0
model_Mountaineer,0.0
model_Mustang,0.0
model_Odyssey,0.0
model_Outback,0.0
model_Passat,0.0
model_Pathfinder,0.0
model_Prius,0.0
model_ProMaster,0.0
model_Q3,0.0
model_Q5,0.0
model_QX60,0.0
model_Quattroporte,0.0
model_RDX,0.0
model_Ram,0.0
model_Sonata,0.0
model_Silverado,0.0
model_Sienna,0.0
model_Seltos,0.0
model_Sedan,0.0
model_Saybrook,0.0
model_SUV,0.0
model_SLT,0.0
model_SL500,0.0
model_S80,0.0
model_S60,0.0
model_S5,0.0
model_Rover,0.0
model_Rogue,0.0
model_Rav4,0.0
model_Ranger,0.0
model_XTS,0.0
model_XC60,0.0
model_Wrangler,0.0
model_Versa,0.0
model_Tundra,0.0
model_Venza,0.0
model_Transit,0.0
model_Town,0.0
model_Sportage,0.0
model_Taurus,0.0
model_Tahoe,0.0
model_Sprinter,0.0
model_Soul,0.0
model_Sportwagen,0.0
fuel_type_cng,0.0
transmission_DCT,0.0
